Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
001510,KR7001510007,SK증권,KOSPI,,3205,1,5,0.16,3285,3820,3150,44459753,155666312782,741300747425,231295085,STK
032190,KR7032190001,다우데이타,KOSDAQ,우량기업부,19330,2,-720,-3.59,20200,20250,19140,113349,2201048340,740339000000,38300000,KSQ
476060,KR7476060009,온코닉테라퓨틱스,KOSDAQ,기술성장기업부,16250,2,-420,-2.52,16910,17110,16090,225368,3695853965,737877400000,45407840,KSQ
486990,KR7486990005,노타,KOSDAQ,기술성장기업부,34550,2,-4550,-11.64,37100,37150,32400,826118,28379654925,737512246500,21346230,KSQ
114090,KR7114090004,GKL,KOSPI,,11860,1,370,3.22,11610,11930,11140,469158,5444394095,733608246200,61855670,STK
006730,KR7006730006,서부T&D,KOSDAQ,우량기업부,11290,2,-50,-0.44,11340,11680,11010,822183,9351090930,733024960670,64926923,KSQ
056080,KR7056080005,유진로봇,KOSDAQ,중견기업부,19400,2,-1300,-6.28,20050,20100,19010,302507,5899114770,727735748800,37512152,KSQ
037460,KR7037460003,삼지전자,KOSDAQ,우량기업부,44400,2,-3100,-6.53,46350,46350,43300,137264,6162643575,724542376800,16318522,KSQ
348370,KR7348370008,엔켐,KOSDAQ,중견기업부,33050,2,-3150,-8.7,35000,35500,33050,158660,5385325200,724158318650,21910993,KSQ
009240,KR7009240003,한샘,KOSPI,,30750,1,100,0.33,31300,31400,29800,39392,1202184750,723668286000,23533928,STK
171090,KR7171090004,선익시스템,KOSDAQ,우량기업부,71600,2,-3000,-4.02,74400,74500,70000,65056,4625202400,723348021600,10102626,KSQ
052400,KR7052400009,코나아이,KOSDAQ,우량기업부,49250,2,-850,-1.7,49850,51000,48500,109043,5435844450,717242081750,14563291,KSQ
285130,KR7285130001,SK케미칼,KOSPI,,41450,2,-550,-1.31,42700,42700,40050,54452,2220240250,717033850700,17298766,STK
003850,KR7003850005,보령,KOSPI,,8350,2,-210,-2.45,8650,8690,8320,112480,947571750,716323178450,85787207,STK
121600,KR7121600001,나노신소재,KOSDAQ,우량기업부,57900,2,-5300,-8.39,61600,62500,57800,100828,5924177450,709488708900,12253691,KSQ
052020,KR7052020005,에스티큐브,KOSDAQ,투자주의환기종목(소속부없음),10380,2,-910,-8.06,11020,11200,10020,586435,6225642575,705666560580,67983291,KSQ
059090,KR7059090001,미코,KOSDAQ,벤처기업부,21000,2,-1450,-6.46,21700,21700,20400,355410,7497268125,701752338000,33416778,KSQ
100840,KR7100840008,SNT에너지,KOSPI,,33900,2,-1900,-5.31,34600,35100,33050,106918,3633451750,701078543700,20680783,STK
000370,KR7000370007,한화손해보험,KOSPI,,6000,2,-120,-1.96,6180,6500,5950,770585,4707246885,700433490000,116738915,STK
00104K,KR700104K010,CJ4우(전환),KOSPI,,165000,1,4200,2.61,160400,165700,150100,8878,1421105200,697374480000,4226512,STK
336570,KR7336570007,원텍,KOSDAQ,우량기업부,7720,2,-770,-9.07,8330,8640,7690,1359616,10953920295,691562587120,89580646,KSQ
348210,KR7348210006,넥스틴,KOSDAQ GLOBAL,우량기업부,64600,2,-2400,-3.58,68000,69100,64000,127240,8348320300,676814523000,10477005,KSQ
365340,KR7365340009,성일하이텍,KOSDAQ,기술성장기업부,52300,2,-3100,-5.6,56200,56200,52300,43720,2329484000,675774314500,12921115,KSQ
005090,KR7005090006,SGC에너지,KOSPI,,46850,2,-1150,-2.4,48600,48600,44750,56595,2669798250,675077251050,14409333,STK
174900,KR7174900001,앱클론,KOSDAQ,벤처기업부,33500,2,-600,-1.76,35200,35450,33000,192728,6555821425,668396321500,19952129,KSQ
002350,KR7002350007,넥센타이어,KOSPI,,6830,2,-10,-0.15,6840,6950,6630,227351,1532989550,667071599910,97667877,STK
225570,KR7225570001,넥슨게임즈,KOSDAQ,중견기업부,10110,2,-90,-0.88,10100,10180,9970,133984,1345694525,665846359140,65860174,KSQ
053610,KR7053610002,프로텍,KOSDAQ,우량기업부,73900,2,-6400,-7.97,76400,78000,73100,65896,4928295200,665100000000,9000000,KSQ
077360,KR7077360006,덕산하이메탈,KOSDAQ,벤처기업부,14500,2,-510,-3.4,14280,15490,14210,2550407,37697813670,658836529000,45437002,KSQ
002020,KR7002020006,코오롱,KOSPI,,51000,2,-5600,-9.89,56300,56300,50700,120851,6332444550,658291680000,12907680,STK
005880,KR7005880000,대한해운,KOSPI,,2030,2,-15,-0.73,2045,2055,1980,2692156,5408113721,655177100200,322747340,STK
002960,KR7002960003,한국쉘석유,KOSPI,,502000,1,20000,4.15,493000,516000,488500,4896,2457268000,652600000000,1300000,STK
069260,KR7069260008,TKG휴켐스,KOSPI,,15950,2,-80,-0.5,16190,16330,15830,93463,1489876030,652013478600,40878588,STK
053800,KR7053800009,안랩,KOSDAQ,우량기업부,58600,2,-1300,-2.17,59900,59900,58300,55759,3272454500,652013251600,11126506,KSQ
293940,KR7293940003,신한알파리츠,KOSPI,,5390,1,40,0.75,5370,5410,5260,202683,1086011165,651867262970,120940123,STK
044490,KR7044490001,태웅,KOSDAQ,우량기업부,32550,2,-1250,-3.7,33850,33850,31550,145826,4724585450,651240251550,20007381,KSQ
327260,KR7327260006,RF머트리얼즈,KOSDAQ,벤처기업부,76600,2,-2400,-3.04,78300,80600,70800,117421,8889176850,650727341000,8495135,KSQ
317450,KR7317450005,명인제약,KOSPI,,44100,2,-500,-1.12,45700,45700,43550,15938,703789100,643860000000,14600000,STK
060250,KR7060250008,NHN KCP,KOSDAQ,우량기업부,16000,2,-740,-4.42,16410,16740,15630,339104,5451889255,642569776000,40160611,KSQ
005180,KR7005180005,빙그레,KOSPI,,69200,2,-800,-1.14,70000,70500,68500,33704,2333246950,641416945200,9269031,STK
001270,KR7001270008,부국증권,KOSPI,,61800,3,0,0.0,64100,66300,60700,18456,1154387050,640858954800,10369886,STK
001680,KR7001680008,대상,KOSPI,,18480,2,-130,-0.7,18750,18850,18200,82112,1512709835,640295502000,34648025,STK
178920,KR7178920005,PI첨단소재,KOSPI,,21800,2,-1300,-5.63,22500,22750,21450,189822,4140477850,640185819600,29366322,STK
102940,KR7102940004,코오롱생명과학,KOSDAQ,중견기업부,48500,2,-3300,-6.37,51000,51800,48500,35677,1768811100,634894245500,13090603,KSQ
001570,KR7001570001,금양,KOSPI,,9900,0,0,0.0,0,0,0,0,0,633275240400,63967196,STK
036810,KR7036810000,에프에스티,KOSDAQ,중견기업부,29100,2,-2600,-8.2,30750,31450,29000,177620,5287786100,630008859900,21649789,KSQ
007700,KR7007700008,F&F홀딩스,KOSPI,,16030,2,-410,-2.49,16280,16620,16020,14840,239401475,627003303010,39114367,STK
093050,KR7093050003,LF,KOSPI,,21400,2,-350,-1.61,21700,21850,21100,39098,838420500,625736000000,29240000,STK
389470,KR7389470006,인벤티지랩,KOSDAQ,기술성장기업부,47000,2,-3900,-7.66,51300,51700,46750,89101,4286883800,625462276000,13307708,KSQ
112040,KR7112040001,위메이드,KOSDAQ,중견기업부,18420,2,-870,-4.51,18860,18980,18300,114709,2119393410,625331056860,33948483,KSQ
249420,KR7249420001,일동제약,KOSPI,,19700,2,-500,-2.48,20700,20700,19480,141492,2805181320,623273564400,31638252,STK
009520,KR7009520008,포스코엠텍,KOSDAQ GLOBAL,중견기업부,14950,2,-750,-4.78,15760,15770,14700,133546,2002050155,622558409850,41642703,KSQ
006380,KR7006380000,카프로,KOSPI,,3660,0,0,0.0,0,0,0,0,0,618539985360,168999996,STK
086900,KR7086900008,메디톡스,KOSDAQ,우량기업부,84700,2,-1000,-1.17,86000,86800,83600,75132,6396880450,618182695900,7298497,KSQ
003620,KR7003620002,KG모빌리티,KOSPI,,3050,2,-95,-3.02,3160,3160,3010,1090316,3330327287,617243481600,202374912,STK
008060,KR7008060006,대덕,KOSPI,,19710,2,-640,-3.14,20500,20500,18500,140629,2739412475,616668701580,31287098,STK
033160,KR7033160003,엠케이전자,KOSDAQ,중견기업부,25300,2,-2150,-7.83,26500,27050,23900,468666,11947713300,612119989800,24194466,KSQ
058650,KR7058650003,세아홀딩스,KOSPI,,143500,2,-14300,-9.06,156700,157500,141400,6679,972901800,608760866000,4242236,STK
383800,KR7383800000,LX홀딩스,KOSPI,,7970,2,-110,-1.36,8160,8200,7960,164485,1319711525,607957099300,76280690,STK
001060,KR7001060003,JW중외제약,KOSPI,,26000,2,-150,-0.57,26250,26900,25500,55046,1431487100,605434180000,23285930,STK
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,48800,2,-1400,-2.79,49900,49900,46300,348725,16663847100,603272968800,12362151,KSQ
383310,KR7383310000,에코프로에이치엔,KOSDAQ,우량기업부,28600,2,-2250,-7.29,30750,30750,28350,225986,6516411350,599883055200,20974932,KSQ
102710,KR7102710001,이엔에프테크놀로지,KOSDAQ,우량기업부,41900,2,-3050,-6.79,44400,44400,41700,80054,3401927325,598660328400,14287836,KSQ
089890,KR7089890008,코세스,KOSDAQ,우량기업부,36000,2,-2050,-5.39,36100,38050,35100,113641,4143204950,597058632000,16584962,KSQ
003030,KR7003030004,세아제강지주,KOSPI,,143500,1,1000,0.7,140000,145700,134900,24737,3498929250,594327779500,4141657,STK
399720,KR7399720002,가온칩스,KOSDAQ,벤처기업부,50000,2,-4400,-8.09,52700,52800,49950,86508,4375623400,591942200000,11838844,KSQ
014820,KR7014820005,동원시스템즈,KOSPI,,20400,3,0,0.0,20600,20750,19850,33509,675315660,591422152800,28991282,STK
000400,KR7000400002,롯데손해보험,KOSPI,,1903,2,-1,-0.05,1905,1998,1870,537307,1021912754,590570016960,310336320,STK
253590,KR7253590004,네오셈,KOSDAQ,우량기업부,13460,2,-940,-6.53,14270,14300,13350,616841,8488094475,590478947440,43869164,KSQ
001500,KR7001500008,현대차증권,KOSPI,,9540,1,10,0.1,9690,9780,9200,336716,3201198740,589887239760,61833044,STK
484870,KR7484870001,엠앤씨솔루션,KOSPI,,64400,2,-4100,-5.99,68500,68500,64000,26991,1754865850,589511160000,9153900,STK
082270,KR7082270000,젬백스,KOSDAQ,벤처기업부,13200,2,-560,-4.07,13970,13970,13120,229651,3060767240,584353479600,44269203,KSQ
017940,KR7017940008,E1,KOSPI,,85000,2,-1300,-1.51,84500,86900,83000,10441,878840300,583100000000,6860000,STK
425420,KR7425420007,티에프이,KOSDAQ,우량기업부,47000,2,-2550,-5.15,48650,49700,46200,74565,3543203250,580317507000,12347181,KSQ
005389,KR7005383005,현대차3우B,KOSPI,,247500,2,-5000,-1.98,250500,251000,239000,23616,5767395500,576044370000,2327452,STK
000640,KR7000640003,동아쏘시오홀딩스,KOSPI,,85300,2,-1100,-1.27,86000,86200,84000,15325,1305253350,574284553100,6732527,STK
002840,KR7002840007,미원상사,KOSPI,,119700,2,-2400,-1.97,122000,123700,118100,3709,443514500,568575000000,4750000,STK
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,18930,2,-710,-3.62,19650,19650,18870,146216,2791828190,567701121420,29989494,KSQ
067160,KR7067160002,SOOP,KOSDAQ GLOBAL,우량기업부,48250,2,-1000,-2.03,49250,49700,48200,35917,1751252550,554622507750,11494767,KSQ
272290,KR7272290008,이녹스첨단소재,KOSDAQ GLOBAL,우량기업부,27800,2,-1700,-5.76,29450,29450,27400,131285,3678683100,554262750200,19937509,KSQ
093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,113400,1,1000,0.89,110300,113400,109100,8391,935811000,553392000000,4880000,KSQ
039130,KR7039130000,하나투어,KOSPI,,35500,1,700,2.01,34750,36200,34500,53658,1898502050,549892586000,15489932,STK
122640,KR7122640006,예스티,KOSDAQ,벤처기업부,25550,2,-1350,-5.02,26500,26550,24400,209654,5336402775,547242904950,21418509,KSQ
453340,KR7453340002,현대그린푸드,KOSPI,,16710,2,-110,-0.65,16830,17110,16520,41028,689170960,542600218770,32471587,STK
015750,KR7015750003,성우하이텍,KOSDAQ,우량기업부,6710,2,-250,-3.59,6900,6940,6570,442685,2961193005,536800000000,80000000,KSQ
041830,KR7041830001,인바디,KOSDAQ,우량기업부,39800,2,-2650,-6.24,42450,42550,39500,42164,1709814700,536539103600,13480882,KSQ
005810,KR7005810007,풍산홀딩스,KOSPI,,37150,2,-1100,-2.88,37700,37950,36600,43124,1606144450,535602397800,14417292,STK
016380,KR7016380008,KG스틸,KOSPI,,5340,2,-40,-0.74,5400,5580,5260,401341,2143905420,534047509980,100008897,STK
475960,KR7475960001,토모큐브,KOSDAQ,기술성장기업부,39850,2,-2250,-5.34,42800,42800,39300,60946,2457673150,533323468900,13383274,KSQ
161000,KR7161000005,애경케미칼,KOSPI,,10900,2,-410,-3.63,11000,11140,10630,175000,1899843930,530270928100,48648709,STK
045100,KR7045100005,한양이엔지,KOSDAQ,우량기업부,30300,2,-1650,-5.16,31150,32200,29650,104149,3167961675,530250000000,17500000,KSQ
376300,KR7376300000,디어유,KOSDAQ,우량기업부,22150,2,-950,-4.11,22700,23150,22050,100136,2242150875,525805692900,23738406,KSQ
041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,7080,1,260,3.81,6690,7240,6690,295065,2069593340,523116384600,73886495,KSQ
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,41100,2,-3150,-7.12,42350,43000,40350,41407,1719357050,518188800000,12608000,KSQ
003300,KR7003300001,한일홀딩스,KOSPI,,16800,1,110,0.66,16600,16980,16580,12882,214741565,517968259200,30831444,STK
019210,KR7019210004,와이지-원,KOSDAQ,우량기업부,13900,2,-1020,-6.84,14920,15050,13870,527982,7570758730,516992819200,37193728,KSQ
460930,KR7460930001,현대힘스,KOSDAQ,우량기업부,14540,2,-590,-3.9,14940,15020,14200,130476,1882496600,516325156340,35510671,KSQ
003545,KR7003541000,대신증권우,KOSPI,,20350,2,-100,-0.49,20650,20800,20200,84259,1719654225,512650423450,25191667,STK
356680,KR7356680009,엑스게이트,KOSDAQ,벤처기업부,17960,2,-2290,-11.31,18730,18750,17110,883975,15690668040,512641116320,28543492,KSQ
035890,KR7035890003,서희건설,KOSDAQ,중견기업부,2230,2,-35,-1.55,2205,2300,2115,1173031,2579569490,512472859110,229808457,KSQ
368770,KR7368770004,파이버프로,KOSDAQ,벤처기업부,15530,2,-480,-3.0,16150,16210,15320,158684,2468779455,510226114250,32854225,KSQ
017900,KR7017900002,광전자,KOSPI,,8720,2,-960,-9.92,9400,9400,8500,914111,8014856165,505269613360,57943763,STK
452260,KR7452260003,한화갤러리아,KOSPI,,2600,2,-185,-6.64,2740,2765,2600,2270957,6001807059,504034986000,193859610,STK
089010,KR7089010003,켐트로닉스,KOSDAQ,우량기업부,30050,2,-4000,-11.75,33000,33100,30050,273852,8478845950,503939311350,16770027,KSQ
004710,KR7004710000,한솔테크닉스,KOSPI,,12320,2,-140,-1.12,12200,13350,11450,1817885,22611377565,500555649440,40629517,STK
214430,KR7214430001,아이쓰리시스템,KOSDAQ,우량기업부,68400,2,-3300,-4.6,70500,70900,67000,40497,2768037600,499813506000,7307215,KSQ
002240,KR7002240000,고려제강,KOSPI,,18490,2,-420,-2.22,18860,19800,18210,34368,638903615,499230000000,27000000,STK
064290,KR7064290000,인텍플러스,KOSDAQ,중견기업부,38800,2,-2650,-6.39,39500,39550,36400,399123,15189589175,499121725600,12863962,KSQ
278280,KR7278280003,천보,KOSDAQ,중견기업부,40950,2,-2550,-5.86,43200,43200,40550,72677,2995729675,498798846000,12180680,KSQ
271940,KR7271940009,일진하이솔루스,KOSPI,,13730,1,90,0.66,13040,13730,13040,42667,565842385,498580098700,36313190,STK
230360,KR7230360000,에코마케팅,KOSDAQ,우량기업부,16000,3,0,0.0,16040,16040,16000,14574,233185780,495980128000,30998758,KSQ
170920,KR7170920003,엘티씨,KOSDAQ,벤처기업부,46500,2,-900,-1.9,46000,48800,41550,326482,15078413575,491231859000,10564126,KSQ
005250,KR7005250006,녹십자홀딩스,KOSPI,,10440,2,-500,-4.57,10980,11150,10430,202535,2149993110,490974512400,47028210,STK
284740,KR7284740008,쿠쿠홈시스,KOSPI,,21800,2,-150,-0.68,21950,22050,21550,13317,288869800,489133794000,22437330,STK
031430,KR7031430002,신세계인터내셔날,KOSPI,,13960,2,-410,-2.85,14300,14390,13830,84883,1196449130,488404560000,34986000,STK
460860,KR7460860000,동국제강,KOSPI,,9840,2,-170,-1.7,9930,9980,9550,214187,2089558010,488142887280,49608017,STK
009410,KR7009410002,태영건설,KOSPI,,1632,2,-34,-2.04,1666,1668,1610,246507,401996037,485667007296,297590078,STK
448900,KR7448900001,한국피아이엠,KOSDAQ,기술성장기업부,79800,2,-10800,-11.92,86700,87800,78500,121073,9746637800,484741668600,6074457,KSQ
001530,KR7001530005,DI동일,KOSPI,,23300,2,-200,-0.85,22900,24750,22500,62427,1454024800,482673969300,20715621,STK
268280,KR7268280005,미원에스씨,KOSPI,,96200,2,-2300,-2.34,102900,102900,96100,1693,166402200,481000000000,5000000,STK
099190,KR7099190001,아이센스,KOSDAQ,중견기업부,16700,1,600,3.73,16170,16900,15680,151035,2460600245,480247060300,28757309,KSQ
024850,KR7024850000,HLB이노베이션,KOSDAQ,중견기업부,15100,2,-20,-0.13,15420,15560,14650,162174,2451429820,479478514400,31753544,KSQ
452280,KR7452280001,한선엔지니어링,KOSDAQ,우량기업부,24900,1,150,0.61,24650,26250,23200,520897,13093326375,479266983000,19247670,KSQ
019170,KR7019170000,신풍제약,KOSPI,,9130,2,-270,-2.87,9290,9330,9080,90322,827795905,478581105860,52418522,STK
377740,KR7377740006,바이오노트,KOSPI,,4690,2,-25,-0.53,4715,4715,4620,42553,197820745,477845565120,101886048,STK
020000,KR7020000006,한섬,KOSPI,,22150,2,-250,-1.12,22350,22700,21600,134931,2965051400,475715417100,21476994,STK
094800,KR7094800000,맵스리얼티,KOSPI,,5100,3,0,0.0,5100,5140,5000,80370,408181900,473455088100,92834331,STK
200710,KR7200710002,에이디테크놀로지,KOSDAQ,중견기업부,35050,2,-2300,-6.16,35950,37000,33800,237207,8320902450,471843345350,13462007,KSQ
005945,KR7005941000,NH투자증권우,KOSPI,,24850,2,-550,-2.17,25500,26000,24800,84999,2131970525,468943554800,18870968,STK
003280,KR7003280005,흥아해운,KOSPI,,1950,1,1,0.05,1930,1990,1896,5318997,10345630467,468828553050,240424899,STK
041190,KR7041190000,우리기술투자,KOSDAQ,우량기업부,5580,2,-290,-4.94,5780,5920,5550,897433,5081598835,468720000000,84000000,KSQ
330860,KR7330860008,네패스아크,KOSDAQ,중견기업부,38450,2,-1800,-4.47,38600,42000,37100,135448,5283577450,468476530250,12184045,KSQ
477850,KR7477850002,마키나락스,KOSDAQ,기술성장기업부,26700,1,250,0.95,29300,34350,26450,5479688,168401244200,468361788000,17541640,KSQ
005420,KR7005420005,코스모화학,KOSPI,,12180,2,-820,-6.31,12760,13190,12050,162962,2004544760,467812217040,38408228,STK
025980,KR7025980004,아난티,KOSDAQ,우량기업부,4795,2,-90,-1.84,4885,5040,4685,1247919,6029460989,466558247050,97300990,KSQ
393890,KR7393890009,더블유씨피,KOSDAQ GLOBAL,기술성장기업부,13760,2,-700,-4.84,14000,14390,13000,527693,7158655955,465681661440,33843144,KSQ
042000,KR7042000000,카페24,KOSDAQ,우량기업부,19260,2,-1590,-7.63,20450,20450,19250,87021,1702764430,465671534940,24178169,KSQ
030520,KR7030520001,한글과컴퓨터,KOSDAQ GLOBAL,우량기업부,19230,2,-340,-1.74,19150,19970,18880,152368,2957909690,464976477120,24179744,KSQ
016610,KR7016610008,DB증권,KOSPI,,10850,2,-180,-1.63,11130,11290,10620,73160,793680995,460543320650,42446389,STK
034310,KR7034310003,NICE,KOSPI,,12490,2,-30,-0.24,12520,12520,12240,62535,776161450,459096890930,36757157,STK
036620,KR7036620003,감성코퍼레이션,KOSDAQ,우량기업부,5070,1,190,3.89,4990,5200,4810,970346,4937502515,458854118970,90503771,KSQ
290550,KR7290550003,디케이티,KOSDAQ,우량기업부,22850,2,-1700,-6.92,23900,26200,22550,216147,5057937750,457028105500,20001230,KSQ
014830,KR7014830004,유니드,KOSPI,,67500,2,-2500,-3.57,70000,70000,67100,22825,1547740950,456813000000,6767600,STK
092190,KR7092190008,서울바이오시스,KOSDAQ,투자주의환기종목(소속부없음),9950,2,-1320,-11.71,10950,10950,9860,447328,4647919590,456390410850,45868383,KSQ
009900,KR7009900002,명신산업,KOSPI,,8690,2,-270,-3.01,8820,8950,8520,156766,1359376140,455965455770,52470133,STK
034950,KR7034950006,한국기업평가,KOSDAQ,우량기업부,100400,1,200,0.2,100500,101500,99600,2142,214195450,455867605600,4540514,KSQ
001200,KR7001200005,유진투자증권,KOSPI,,4680,2,-30,-0.64,4785,4887,4570,1251596,5889365349,453334836240,96866418,STK
448730,KR7448730002,삼성FN리츠,KOSPI,,4960,1,100,2.06,4860,4960,4810,46614,228758982,451608000000,91050000,STK
340570,KR7340570001,티앤엘,KOSDAQ,우량기업부,55400,2,-500,-0.89,56000,57100,54000,32119,1767572300,450291200000,8128000,KSQ
060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,10900,2,-380,-3.37,11290,11290,10700,390747,4251598315,449731711000,41259790,KSQ
403550,KR7403550007,쏘카,KOSPI,,11770,2,-900,-7.1,12380,12520,11610,50770,606516810,446553117340,37939942,STK
211050,KR7211050000,인카금융서비스,KOSDAQ,우량기업부,9020,2,-330,-3.53,9000,9500,8950,122438,1110193425,444358186140,49263657,KSQ
372320,KR7372320002,큐로셀,KOSDAQ,기술성장기업부,29100,2,-1100,-3.64,29500,29950,28700,65104,1912059825,443074213800,15225918,KSQ
332570,KR7332570001,PS일렉트로닉스,KOSDAQ,우량기업부,9440,2,-1140,-10.78,10190,10260,9350,2503257,24065311885,440957154720,46711563,KSQ
145990,KR7145990008,삼양사,KOSPI,,42700,2,-550,-1.27,43250,43250,42700,8445,361769475,440384272300,10313449,STK
199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,48800,2,-1200,-2.4,49050,50000,46250,42113,2011350500,439084295200,8997629,KSQ
004690,KR7004690004,삼천리,KOSPI,,121000,1,1000,0.83,118800,122000,118800,9103,1095973250,438840017000,3626777,STK
011930,KR7011930005,신성이엔지,KOSPI,,21300,2,-1400,-6.17,22500,22700,20500,417048,8834815100,438456559500,20584815,STK
000157,KR7000152009,두산2우B,KOSPI,,490500,2,-22500,-4.39,509000,509000,470000,1163,564480500,438035139000,893038,STK
003000,KR7003000007,부광약품,KOSPI,,4435,2,-90,-1.99,4530,4600,4405,377606,1687211177,437577815885,98664671,STK
039440,KR7039440003,에스티아이,KOSDAQ,우량기업부,28000,2,-1650,-5.56,29700,29700,27350,120359,3392438325,434197316000,15507047,KSQ
125490,KR7125490003,한라캐스트,KOSDAQ,벤처기업부,11890,2,-1010,-7.83,12540,12790,11550,779300,9310309190,434012965280,36502352,KSQ
008730,KR7008730004,율촌화학,KOSPI,,17500,2,-800,-4.37,18000,18100,16960,83645,1454068400,434000000000,24800000,STK
018290,KR7018290007,브이티,KOSDAQ,우량기업부,12320,2,-350,-2.76,12610,12800,12200,178939,2224641300,430483444160,34941838,KSQ
217590,KR7217590009,티엠씨,KOSPI,,17840,2,-2010,-10.13,19160,19160,17540,191748,3467860185,429840974000,24094225,STK
130660,KR7130660004,한전산업,KOSPI,,13130,2,-280,-2.09,13140,13400,12830,183934,2400875500,428038000000,32600000,STK
138080,KR7138080007,오이솔루션,KOSDAQ,벤처기업부,34500,2,-4900,-12.44,38250,38500,33800,473284,16548809800,427032651000,12377758,KSQ
101930,KR7101930006,인화정공,KOSDAQ,우량기업부,9250,2,-210,-2.22,9050,9530,8990,24280,223753500,427020792500,46164410,KSQ
251970,KR7251970000,펌텍코리아,KOSDAQ,우량기업부,34400,2,-1050,-2.96,35650,36450,34200,26061,907769950,426560000000,12400000,KSQ
168360,KR7168360006,펨트론,KOSDAQ,벤처기업부,19390,2,-760,-3.77,19510,19950,18670,117218,2236768860,424764591860,21906374,KSQ
004700,KR7004700001,조광피혁,KOSPI,,63800,1,1800,2.9,64400,65100,60700,1113,70518900,424215004400,6649138,STK
025320,KR7025320003,시노펙스,KOSDAQ,우량기업부,4600,2,-290,-5.93,4850,4895,4590,595947,2795946529,423947283800,92162453,KSQ
085910,KR7085910008,네오티스,KOSDAQ,중견기업부,30400,2,-3350,-9.93,33450,33450,29850,200792,6228989175,423618467200,13934818,KSQ
0011T0,KR70011T0008,채비,KOSDAQ,기술성장기업부,9010,2,-1120,-11.06,10130,10130,8930,584057,5373084465,423015814910,46949591,KSQ
381970,KR7381970003,케이카,KOSPI,,8660,2,-220,-2.48,8770,8860,8600,80720,699933445,422788543680,48820848,STK
000070,KR7000070003,삼양홀딩스,KOSPI,,54300,2,-1100,-1.99,54800,54800,53300,12586,678899750,421541271300,7763191,STK
078160,KR7078160009,메디포스트,KOSDAQ,벤처기업부,10660,2,-840,-7.3,11300,11330,10660,148154,1610101575,417921067980,39204603,KSQ
468530,KR7468530001,프로티나,KOSDAQ,기술성장기업부,37650,1,150,0.4,40200,40700,36950,127381,4872059775,415475581200,11035208,KSQ
064260,KR7064260003,다날,KOSDAQ,중견기업부,5490,2,-220,-3.85,5700,5840,5410,925138,5142419105,415293558930,75645457,KSQ
079940,KR7079940003,가비아,KOSDAQ,우량기업부,30900,2,-850,-2.68,31750,31750,30450,17484,538506450,414699135600,13420684,KSQ
095660,KR7095660007,네오위즈,KOSDAQ,우량기업부,19070,2,-640,-3.25,19810,19820,19020,74712,1432998040,412607273130,21636459,KSQ
493280,KR7493280002,아이엠바이오로직스,KOSDAQ,기술성장기업부,27800,2,-2200,-7.33,30050,31350,27800,37567,1074396250,412203082200,14827449,KSQ
072710,KR7072710007,농심홀딩스,KOSPI,,88800,2,-1400,-1.55,89500,89900,87700,9936,878370200,411835752000,4637790,STK
006910,KR7006910004,보성파워텍,KOSDAQ,우량기업부,8360,2,-540,-6.07,8700,8900,8160,1079788,9057304525,410725328640,49129824,KSQ
101160,KR7101160000,월덱스,KOSDAQ,우량기업부,24800,2,-650,-2.55,26350,26450,24350,110458,2780714675,409472626400,16510993,KSQ
027410,KR7027410000,BGF,KOSPI,,4270,2,-25,-0.58,4225,4340,4145,152414,650090533,408710697570,95716791,STK
950210,KR8702070002,프레스티지바이오파마,KOSPI,,6790,2,-40,-0.59,6600,6950,6600,58144,393518380,408052892450,60096155,STK
110990,KR7110990009,디아이티,KOSDAQ,우량기업부,21550,2,-300,-1.37,21350,22750,20550,154733,3352130825,407295000000,18900000,KSQ
025900,KR7025900002,동화기업,KOSDAQ GLOBAL,중견기업부,8040,2,-460,-5.41,8330,8330,7920,97525,786915700,406480571400,50557285,KSQ
013030,KR7013030002,하이록코리아,KOSDAQ,우량기업부,34500,2,-950,-2.68,34650,35150,33950,29199,1005919200,406000968000,11768144,KSQ
042520,KR7042520007,한스바이오메드,KOSDAQ,벤처기업부,28450,1,50,0.18,29100,29900,28000,206840,5989174700,405735891150,14261367,KSQ
455900,KR7455900001,엔젤로보틱스,KOSDAQ,기술성장기업부,26400,2,-800,-2.94,26900,27050,25200,85073,2208979700,403968338400,15301831,KSQ
006220,KR7006220008,제주은행,KOSPI,,10680,1,680,6.8,10150,12450,10070,6565854,75962390475,403688588760,37798557,STK
078350,KR7078350006,한양디지텍,KOSDAQ,우량기업부,26400,2,-3300,-11.11,28450,28850,26100,385507,10344414500,402451684800,15244382,KSQ
010820,KR7010820009,퍼스텍,KOSPI,,8250,1,100,1.23,7960,8370,7940,696044,5681917435,402368488500,48771938,STK
241770,KR7241770007,메카로,KOSDAQ,우량기업부,39400,2,-400,-1.01,39050,41200,37000,58652,2314378850,401590016000,10192640,KSQ
